"contr_country","client_country"
"Morocco","Northern Mariana Islands"
"Morocco","Norway"
"Morocco","Oman"
"Morocco","Pakistan"
"Morocco","Palestinian Territories"
"Morocco","Panama"
"Morocco","Papua New Guinea"
"Morocco","Paraguay"
"Morocco","Peru"
"Morocco","Philippines"
"Morocco","Poland"
"Morocco","Portugal"
"Morocco","Puerto Rico"
"Morocco","Qatar"
"Morocco","Romania"
"Morocco","Russia"
"Morocco","Saint Kitts and Nevis"
"Morocco","Saint Lucia"
"Morocco","Saint Vincent and the Grenadines"
"Morocco","San Marino"
"Morocco","Saudi Arabia"
"Morocco","Senegal"
"Morocco","Serbia"
"Morocco","Seychelles"
"Morocco","Singapore"
"Morocco","Slovakia"
"Morocco","Slovenia"
"Morocco","South Africa"
"Morocco","South Korea"
"Morocco","Spain"
"Morocco","Sri Lanka"
"Morocco","Swaziland"
"Morocco","Sweden"
"Morocco","Switzerland"
"Morocco","Taiwan"
"Morocco","Tanzania"
"Morocco","Thailand"
"Morocco","Tokelau"
"Morocco","Tonga"
"Morocco","Trinidad and Tobago"
"Morocco","Tunisia"
"Morocco","Turkey"
"Morocco","Turkmenistan"
"Morocco","Turks and Caicos Islands"
"Morocco","Tuvalu"
"Morocco","Uganda"
"Morocco","Ukraine"
"Morocco","United Arab Emirates"
"Morocco","United Kingdom"
"Morocco","United States"
"Morocco","United States Minor Outlying Islands"
"Morocco","United States Virgin Islands"
"Morocco","Uruguay"
"Morocco","Venezuela"
"Morocco","Vietnam"
"Morocco","Yemen"
"Morocco","Zambia"
"Mozambique","Australia"
"Mozambique","Austria"
"Mozambique","Belgium"
"Mozambique","Brazil"
"Mozambique","Canada"
"Mozambique","Chile"
"Mozambique","Colombia"
"Mozambique","Cyprus"
"Mozambique","Denmark"
"Mozambique","Estonia"
"Mozambique","France"
"Mozambique","Gabon"
"Mozambique","Germany"
"Mozambique","Ghana"
"Mozambique","Hong Kong"
"Mozambique","India"
"Mozambique","Ireland"
"Mozambique","Israel"
"Mozambique","Italy"
"Mozambique","Japan"
"Mozambique","Kazakhstan"
"Mozambique","Netherlands"
"Mozambique","New Zealand"
"Mozambique","Norway"
"Mozambique","Pakistan"
"Mozambique","Papua New Guinea"
"Mozambique","Philippines"
"Mozambique","Poland"
"Mozambique","Saudi Arabia"
"Mozambique","Singapore"
"Mozambique","South Africa"
"Mozambique","Spain"
"Mozambique","Sweden"
"Mozambique","Tunisia"
"Mozambique","Ukraine"
"Mozambique","United Arab Emirates"
"Mozambique","United Kingdom"
"Mozambique","United States"
"Myanmar","Argentina"
"Myanmar","Australia"
"Myanmar","Austria"
"Myanmar","Bangladesh"
"Myanmar","Canada"
"Myanmar","Cyprus"
"Myanmar","Denmark"
"Myanmar","Germany"
"Myanmar","Hong Kong"
"Myanmar","India"
"Myanmar","Italy"
"Myanmar","Japan"
"Myanmar","Macedonia"
"Myanmar","Malaysia"
"Myanmar","Netherlands"
"Myanmar","Norway"
"Myanmar","Philippines"
"Myanmar","Qatar"
"Myanmar","Romania"
"Myanmar","Spain"
"Myanmar","Sweden"
"Myanmar","Switzerland"
"Myanmar","Tanzania"
"Myanmar","Turkey"
"Myanmar","Ukraine"
"Myanmar","United Arab Emirates"
"Myanmar","United Kingdom"
"Myanmar","United States"
"Namibia","Argentina"
"Namibia","Australia"
"Namibia","Bangladesh"
"Namibia","Belarus"
"Namibia","Belgium"
"Namibia","Cambodia"
"Namibia","Canada"
"Namibia","China"
"Namibia","Croatia"
"Namibia","Cyprus"
"Namibia","Denmark"
"Namibia","Egypt"
"Namibia","Estonia"
"Namibia","Ethiopia"
"Namibia","Finland"
"Namibia","France"
"Namibia","Germany"
"Namibia","Ghana"
"Namibia","Greece"
"Namibia","Hong Kong"
"Namibia","India"
"Namibia","Indonesia"
"Namibia","Ireland"
"Namibia","Israel"
"Namibia","Italy"
"Namibia","Kuwait"
"Namibia","Lithuania"
"Namibia","Malaysia"
"Namibia","Maldives"
"Namibia","Morocco"
"Namibia","Netherlands"
"Namibia","New Zealand"
"Namibia","Nigeria"
"Namibia","Norway"
"Namibia","Pakistan"
"Namibia","Philippines"
"Namibia","Poland"
"Namibia","Portugal"
"Namibia","Romania"
"Namibia","San Marino"
"Namibia","Seychelles"
"Namibia","Singapore"
"Namibia","South Africa"
"Namibia","South Korea"
"Namibia","Spain"
"Namibia","Sweden"
"Namibia","Taiwan"
"Namibia","Thailand"
"Namibia","Turkey"
"Namibia","Ukraine"
"Namibia","United Arab Emirates"
"Namibia","United Kingdom"
"Namibia","United States"
"Namibia","Uruguay"
"Nepal","0"
"Nepal","Afghanistan"
"Nepal","Albania"
"Nepal","Algeria"
"Nepal","American Samoa"
"Nepal","Andorra"
"Nepal","Anguilla"
"Nepal","Antarctica"
"Nepal","Argentina"
"Nepal","Armenia"
"Nepal","Australia"
"Nepal","Austria"
"Nepal","Azerbaijan"
"Nepal","Bahamas"
"Nepal","Bahrain"
"Nepal","Bangladesh"
"Nepal","Barbados"
"Nepal","Belarus"
"Nepal","Belgium"
"Nepal","Belize"
"Nepal","Bermuda"
"Nepal","Bolivia"
"Nepal","Bosnia and Herzegovina"
"Nepal","Botswana"
"Nepal","Brazil"
"Nepal","British Indian Ocean Territory"
"Nepal","British Virgin Islands"
"Nepal","Brunei Darussalam"
"Nepal","Bulgaria"
"Nepal","Cambodia"
"Nepal","Cameroon"
"Nepal","Canada"
"Nepal","Cape Verde"
"Nepal","Cayman Islands"
"Nepal","Central African Republic"
"Nepal","Chile"
"Nepal","China"
"Nepal","Colombia"
"Nepal","Congo"
"Nepal","Costa Rica"
"Nepal","Cote d'Ivoire"
"Nepal","Croatia"
"Nepal","Cyprus"
"Nepal","Czech Republic"
"Nepal","Denmark"
"Nepal","Dominica"
"Nepal","Dominican Republic"
"Nepal","Ecuador"
"Nepal","Egypt"
"Nepal","El Salvador"
"Nepal","Estonia"
"Nepal","Ethiopia"
"Nepal","Faroe Islands"
"Nepal","Finland"
"Nepal","France"
"Nepal","Gabon"
"Nepal","Georgia"
"Nepal","Germany"
"Nepal","Ghana"
"Nepal","Gibraltar"
"Nepal","Greece"
"Nepal","Greenland"
"Nepal","Grenada"
"Nepal","Guam"
"Nepal","Guatemala"
"Nepal","Guyana"
"Nepal","Hong Kong"
"Nepal","Hungary"
"Nepal","Iceland"
"Nepal","India"
"Nepal","Indonesia"
"Nepal","Iraq"
"Nepal","Ireland"
"Nepal","Israel"
"Nepal","Italy"
"Nepal","Jamaica"
"Nepal","Japan"
"Nepal","Jordan"
"Nepal","Kazakhstan"
"Nepal","Kenya"
"Nepal","Korea, Democratic People's Republic of"
"Nepal","Kuwait"
"Nepal","Laos"
"Nepal","Latvia"
"Nepal","Lebanon"
"Nepal","Liberia"
"Nepal","Libya"
"Nepal","Liechtenstein"
"Nepal","Lithuania"
"Nepal","Luxembourg"
"Nepal","Macao"
"Nepal","Macedonia"
"Nepal","Madagascar"
"Nepal","Malaysia"
"Nepal","Maldives"
"Nepal","Malta"
"Nepal","Mauritius"
"Nepal","Mexico"
"Nepal","Moldova"
"Nepal","Monaco"
"Nepal","Montenegro"
"Nepal","Morocco"
"Nepal","Nepal"
"Nepal","Netherlands"
"Nepal","Netherlands Antilles"
"Nepal","New Zealand"
"Nepal","Nicaragua"
"Nepal","Nigeria"
"Nepal","Norway"
"Nepal","Oman"
"Nepal","Pakistan"
"Nepal","Palestinian Territories"
"Nepal","Panama"
"Nepal","Papua New Guinea"
"Nepal","Paraguay"
"Nepal","Peru"
"Nepal","Philippines"
"Nepal","Poland"
"Nepal","Portugal"
"Nepal","Puerto Rico"
"Nepal","Qatar"
"Nepal","Romania"
"Nepal","Russia"
"Nepal","Saint Kitts and Nevis"
"Nepal","Saint Lucia"
"Nepal","Saint Vincent and the Grenadines"
"Nepal","Saudi Arabia"
"Nepal","Serbia"
"Nepal","Seychelles"
"Nepal","Singapore"
"Nepal","Slovakia"
"Nepal","Slovenia"
"Nepal","South Africa"
"Nepal","South Korea"
"Nepal","Spain"
"Nepal","Sri Lanka"
"Nepal","Swaziland"
"Nepal","Sweden"
"Nepal","Switzerland"
"Nepal","Taiwan"
"Nepal","Tanzania"
"Nepal","Thailand"
"Nepal","Tokelau"
"Nepal","Tonga"
"Nepal","Trinidad and Tobago"
"Nepal","Tunisia"
"Nepal","Turkey"
"Nepal","Turkmenistan"
"Nepal","Turks and Caicos Islands"
"Nepal","Tuvalu"
"Nepal","Uganda"
"Nepal","Ukraine"
"Nepal","United Arab Emirates"
"Nepal","United Kingdom"
"Nepal","United States"
"Nepal","United States Minor Outlying Islands"
"Nepal","United States Virgin Islands"
"Nepal","Uruguay"
"Nepal","Vanuatu"
"Nepal","Venezuela"
"Nepal","Vietnam"
"Nepal","Yemen"
"Netherlands","Algeria"
"Netherlands","American Samoa"
"Netherlands","Andorra"
"Netherlands","Argentina"
"Netherlands","Armenia"
"Netherlands","Australia"
"Netherlands","Austria"
"Netherlands","Azerbaijan"
"Netherlands","Bahamas"
"Netherlands","Bahrain"
"Netherlands","Bangladesh"
"Netherlands","Barbados"
"Netherlands","Belarus"
"Netherlands","Belgium"
"Netherlands","Belize"
"Netherlands","Bermuda"
"Netherlands","Bolivia"
"Netherlands","Brazil"
"Netherlands","British Virgin Islands"
"Netherlands","Brunei Darussalam"
"Netherlands","Bulgaria"
"Netherlands","Cambodia"
"Netherlands","Cameroon"
"Netherlands","Canada"
"Netherlands","Cape Verde"
"Netherlands","Chile"
"Netherlands","China"
"Netherlands","Colombia"
"Netherlands","Costa Rica"
"Netherlands","Croatia"
"Netherlands","Cyprus"
"Netherlands","Czech Republic"
"Netherlands","Denmark"
"Netherlands","Dominican Republic"
"Netherlands","Ecuador"
"Netherlands","Egypt"
"Netherlands","El Salvador"
"Netherlands","Estonia"
"Netherlands","Fiji"
"Netherlands","Finland"
"Netherlands","France"
"Netherlands","French Southern and Antarctic Lands"
"Netherlands","Gabon"
"Netherlands","Georgia"
"Netherlands","Germany"
"Netherlands","Gibraltar"
"Netherlands","Greece"
"Netherlands","Guadeloupe"
"Netherlands","Guatemala"
"Netherlands","Guyana"
"Netherlands","Hong Kong"
"Netherlands","Hungary"
"Netherlands","Iceland"
"Netherlands","India"
"Netherlands","Indonesia"
"Netherlands","Ireland"
"Netherlands","Israel"
"Netherlands","Italy"
"Netherlands","Jamaica"
"Netherlands","Japan"
"Netherlands","Jordan"
"Netherlands","Kazakhstan"
"Netherlands","Kenya"
"Netherlands","Kuwait"
"Netherlands","Latvia"
"Netherlands","Lebanon"
"Netherlands","Lithuania"
"Netherlands","Luxembourg"
"Netherlands","Macao"
"Netherlands","Macedonia"
"Netherlands","Malaysia"
"Netherlands","Malta"
"Netherlands","Mexico"
"Netherlands","Moldova"
"Netherlands","Monaco"
"Netherlands","Mongolia"
"Netherlands","Morocco"
"Netherlands","Nepal"
"Netherlands","Netherlands"
"Netherlands","Netherlands Antilles"
"Netherlands","New Zealand"
"Netherlands","Nigeria"
"Netherlands","Northern Mariana Islands"
"Netherlands","Norway"
"Netherlands","Oman"
"Netherlands","Pakistan"
"Netherlands","Palestinian Territories"
"Netherlands","Panama"
"Netherlands","Papua New Guinea"
"Netherlands","Peru"
"Netherlands","Philippines"
"Netherlands","Poland"
"Netherlands","Portugal"
"Netherlands","Qatar"
"Netherlands","Romania"
"Netherlands","Russia"
"Netherlands","Saint Kitts and Nevis"
"Netherlands","Saudi Arabia"
"Netherlands","Serbia"
"Netherlands","Seychelles"
"Netherlands","Singapore"
"Netherlands","Slovakia"
"Netherlands","Slovenia"
"Netherlands","South Africa"
"Netherlands","South Korea"
"Netherlands","Spain"
"Netherlands","Sri Lanka"
"Netherlands","Sweden"
"Netherlands","Switzerland"
"Netherlands","Taiwan"
"Netherlands","Tanzania"
"Netherlands","Thailand"
"Netherlands","Timor-Leste"
"Netherlands","Trinidad and Tobago"
"Netherlands","Tunisia"
"Netherlands","Turkey"
"Netherlands","Turkmenistan"
"Netherlands","Uganda"
"Netherlands","Ukraine"
"Netherlands","United Arab Emirates"
"Netherlands","United Kingdom"
"Netherlands","United States"
"Netherlands","United States Minor Outlying Islands"
"Netherlands","United States Virgin Islands"
"Netherlands","Uruguay"
"Netherlands","Vanuatu"
"Netherlands","Vietnam"
"Netherlands","Yemen"
"Netherlands Antilles","Angola"
"Netherlands Antilles","Argentina"
"Netherlands Antilles","Australia"
"Netherlands Antilles","Austria"
"Netherlands Antilles","Bahamas"
"Netherlands Antilles","Bahrain"
"Netherlands Antilles","Bangladesh"
"Netherlands Antilles","Belgium"
"Netherlands Antilles","Brazil"
"Netherlands Antilles","British Virgin Islands"
"Netherlands Antilles","Bulgaria"
"Netherlands Antilles","Canada"
"Netherlands Antilles","Chile"
"Netherlands Antilles","China"
"Netherlands Antilles","Cyprus"
"Netherlands Antilles","Estonia"
"Netherlands Antilles","Finland"
"Netherlands Antilles","France"
"Netherlands Antilles","Germany"
"Netherlands Antilles","Ghana"
"Netherlands Antilles","Gibraltar"
"Netherlands Antilles","Greece"
"Netherlands Antilles","Guatemala"
"Netherlands Antilles","Hong Kong"
"Netherlands Antilles","India"
"Netherlands Antilles","Indonesia"
"Netherlands Antilles","Ireland"
"Netherlands Antilles","Israel"
"Netherlands Antilles","Italy"
"Netherlands Antilles","Kenya"
"Netherlands Antilles","Lebanon"
"Netherlands Antilles","Lithuania"
"Netherlands Antilles","Luxembourg"
"Netherlands Antilles","Malaysia"
"Netherlands Antilles","Malta"
"Netherlands Antilles","Mauritius"
"Netherlands Antilles","Monaco"
"Netherlands Antilles","Morocco"
"Netherlands Antilles","Netherlands"
"Netherlands Antilles","New Zealand"
"Netherlands Antilles","Norway"
"Netherlands Antilles","Pakistan"
"Netherlands Antilles","Panama"
"Netherlands Antilles","Philippines"
"Netherlands Antilles","Poland"
"Netherlands Antilles","Portugal"
"Netherlands Antilles","Romania"
"Netherlands Antilles","Singapore"
"Netherlands Antilles","Slovenia"
"Netherlands Antilles","South Africa"
"Netherlands Antilles","South Korea"
"Netherlands Antilles","Spain"
"Netherlands Antilles","Sri Lanka"
"Netherlands Antilles","Sweden"
"Netherlands Antilles","Switzerland"
"Netherlands Antilles","Thailand"
"Netherlands Antilles","Trinidad and Tobago"
"Netherlands Antilles","Tunisia"
"Netherlands Antilles","Ukraine"
"Netherlands Antilles","United Arab Emirates"
"Netherlands Antilles","United Kingdom"
"Netherlands Antilles","United States"
"New Caledonia","Australia"
"New Caledonia","Bangladesh"
"New Caledonia","Belgium"
"New Caledonia","Canada"
"New Caledonia","Croatia"
"New Caledonia","Czech Republic"
"New Caledonia","Denmark"
"New Caledonia","Estonia"
"New Caledonia","Germany"
"New Caledonia","Greece"
"New Caledonia","India"
"New Caledonia","Ireland"
"New Caledonia","Israel"
"New Caledonia","Lithuania"
"New Caledonia","Malaysia"
"New Caledonia","Mozambique"
"New Caledonia","Netherlands"
"New Caledonia","New Zealand"
"New Caledonia","Norway"
"New Caledonia","Pakistan"
"New Caledonia","Philippines"
"New Caledonia","Singapore"
"New Caledonia","Spain"
"New Caledonia","Switzerland"
"New Caledonia","United Arab Emirates"
"New Caledonia","United Kingdom"
"New Caledonia","United States"
"New Zealand","0"
"New Zealand","Albania"
"New Zealand","Algeria"
"New Zealand","American Samoa"
"New Zealand","Antigua and Barbuda"
"New Zealand","Argentina"
"New Zealand","Australia"
"New Zealand","Austria"
"New Zealand","Bahamas"
"New Zealand","Bahrain"
"New Zealand","Bangladesh"
"New Zealand","Barbados"
"New Zealand","Belarus"
"New Zealand","Belgium"
"New Zealand","Belize"
"New Zealand","Bermuda"
"New Zealand","Bosnia and Herzegovina"
"New Zealand","Brazil"
"New Zealand","British Virgin Islands"
"New Zealand","Brunei Darussalam"
"New Zealand","Bulgaria"
"New Zealand","Cameroon"
"New Zealand","Canada"
"New Zealand","Cape Verde"
"New Zealand","Cayman Islands"
"New Zealand","Chile"
"New Zealand","China"
"New Zealand","Colombia"
"New Zealand","Costa Rica"
"New Zealand","Croatia"
"New Zealand","Cyprus"
"New Zealand","Czech Republic"
"New Zealand","Denmark"
"New Zealand","Dominican Republic"
"New Zealand","Ecuador"
"New Zealand","Egypt"
"New Zealand","El Salvador"
"New Zealand","Estonia"
"New Zealand","Ethiopia"
"New Zealand","Finland"
"New Zealand","France"
"New Zealand","Gabon"
"New Zealand","Georgia"
"New Zealand","Germany"
"New Zealand","Ghana"
"New Zealand","Gibraltar"
"New Zealand","Greece"
"New Zealand","Guam"
"New Zealand","Guatemala"
"New Zealand","Hong Kong"
"New Zealand","Hungary"
"New Zealand","Iceland"
"New Zealand","India"
"New Zealand","Indonesia"
"New Zealand","Ireland"
"New Zealand","Israel"
"New Zealand","Italy"
"New Zealand","Jamaica"
"New Zealand","Japan"
"New Zealand","Jordan"
"New Zealand","Kazakhstan"
"New Zealand","Kenya"
"New Zealand","Kuwait"
"New Zealand","Laos"
"New Zealand","Latvia"
"New Zealand","Lebanon"
"New Zealand","Lithuania"
"New Zealand","Luxembourg"
"New Zealand","Macedonia"
"New Zealand","Malaysia"
"New Zealand","Maldives"
"New Zealand","Malta"
"New Zealand","Mauritius"
"New Zealand","Mexico"
"New Zealand","Moldova"
"New Zealand","Monaco"
"New Zealand","Morocco"
"New Zealand","Mozambique"
"New Zealand","Netherlands"
"New Zealand","New Zealand"
"New Zealand","Nigeria"
"New Zealand","Norway"
"New Zealand","Oman"
"New Zealand","Pakistan"
"New Zealand","Panama"
"New Zealand","Papua New Guinea"
"New Zealand","Philippines"
"New Zealand","Poland"
"New Zealand","Portugal"
"New Zealand","Puerto Rico"
"New Zealand","Qatar"
"New Zealand","Romania"
"New Zealand","Russia"
"New Zealand","Saint Vincent and the Grenadines"
"New Zealand","Saudi Arabia"
"New Zealand","Serbia"
"New Zealand","Singapore"
"New Zealand","Slovenia"
"New Zealand","South Africa"
"New Zealand","South Korea"
"New Zealand","Spain"
"New Zealand","Sri Lanka"
"New Zealand","Sweden"
"New Zealand","Switzerland"
"New Zealand","Taiwan"
"New Zealand","Thailand"
"New Zealand","Tonga"
"New Zealand","Trinidad and Tobago"
"New Zealand","Turkey"
"New Zealand","Turkmenistan"
"New Zealand","Uganda"
"New Zealand","Ukraine"
"New Zealand","United Arab Emirates"
"New Zealand","United Kingdom"
"New Zealand","United States"
"New Zealand","United States Virgin Islands"
"New Zealand","Uruguay"
"New Zealand","Vanuatu"
"New Zealand","Venezuela"
"New Zealand","Vietnam"
"Nicaragua","American Samoa"
"Nicaragua","Argentina"
"Nicaragua","Australia"
"Nicaragua","Austria"
"Nicaragua","Bangladesh"
"Nicaragua","Barbados"
"Nicaragua","Belgium"
"Nicaragua","Bermuda"
"Nicaragua","Bhutan"
"Nicaragua","Bolivia"
"Nicaragua","Bosnia and Herzegovina"
"Nicaragua","Brazil"
"Nicaragua","British Virgin Islands"
"Nicaragua","Cameroon"
"Nicaragua","Canada"
"Nicaragua","Cayman Islands"
"Nicaragua","Chile"
"Nicaragua","China"
"Nicaragua","Costa Rica"
"Nicaragua","Croatia"
"Nicaragua","Cyprus"
"Nicaragua","Czech Republic"
"Nicaragua","Denmark"
"Nicaragua","Dominican Republic"
"Nicaragua","Ecuador"
"Nicaragua","Egypt"
"Nicaragua","El Salvador"
"Nicaragua","Finland"
"Nicaragua","France"
"Nicaragua","Germany"
"Nicaragua","Gibraltar"
"Nicaragua","Greece"
"Nicaragua","Guadeloupe"
"Nicaragua","Guam"
"Nicaragua","Guatemala"
"Nicaragua","Hong Kong"
"Nicaragua","India"
"Nicaragua","Indonesia"
"Nicaragua","Ireland"
"Nicaragua","Israel"
"Nicaragua","Italy"
"Nicaragua","Japan"
"Nicaragua","Kenya"
"Nicaragua","Kuwait"
"Nicaragua","Latvia"
"Nicaragua","Libya"
"Nicaragua","Lithuania"
"Nicaragua","Luxembourg"
"Nicaragua","Madagascar"
"Nicaragua","Malawi"
"Nicaragua","Malaysia"
"Nicaragua","Malta"
"Nicaragua","Mexico"
"Nicaragua","Moldova"
"Nicaragua","Montenegro"
"Nicaragua","Netherlands"
"Nicaragua","New Zealand"
"Nicaragua","Nicaragua"
"Nicaragua","Norway"
"Nicaragua","Pakistan"
"Nicaragua","Panama"
"Nicaragua","Peru"
"Nicaragua","Philippines"
"Nicaragua","Poland"
"Nicaragua","Portugal"
"Nicaragua","Puerto Rico"
"Nicaragua","Romania"
"Nicaragua","Russia"
"Nicaragua","Saint Lucia"
"Nicaragua","Saudi Arabia"
"Nicaragua","Seychelles"
"Nicaragua","Singapore"
"Nicaragua","South Africa"
"Nicaragua","Spain"
"Nicaragua","Sri Lanka"
"Nicaragua","Sweden"
"Nicaragua","Switzerland"
"Nicaragua","Thailand"
"Nicaragua","Tunisia"
"Nicaragua","Turkey"
"Nicaragua","Ukraine"
"Nicaragua","United Arab Emirates"
"Nicaragua","United Kingdom"
"Nicaragua","United States"
"Nicaragua","United States Virgin Islands"
"Nicaragua","Venezuela"
"Nicaragua","Vietnam"
"Nicaragua","Zambia"
"Niger","Australia"
"Niger","Belgium"
"Niger","Canada"
"Niger","China"
"Niger","El Salvador"
"Niger","Germany"
"Niger","Hong Kong"
"Niger","India"
"Niger","Israel"
"Niger","Italy"
"Niger","Malaysia"
"Niger","New Zealand"
"Niger","Pakistan"
"Niger","Philippines"
"Niger","Romania"
"Niger","Seychelles"
"Niger","Singapore"
"Niger","Slovakia"
"Niger","Spain"
"Niger","Sweden"
"Niger","Thailand"
"Niger","Ukraine"
"Niger","United Arab Emirates"
"Niger","United Kingdom"
"Niger","United States"
"Nigeria","Albania"
"Nigeria","Algeria"
"Nigeria","American Samoa"
"Nigeria","Andorra"
"Nigeria","Angola"
"Nigeria","Anguilla"
"Nigeria","Antarctica"
"Nigeria","Antigua and Barbuda"
"Nigeria","Argentina"
"Nigeria","Armenia"
"Nigeria","Australia"
"Nigeria","Austria"
"Nigeria","Bahamas"
"Nigeria","Bahrain"
"Nigeria","Bangladesh"
"Nigeria","Barbados"
"Nigeria","Belarus"
"Nigeria","Belgium"
"Nigeria","Belize"
"Nigeria","Bermuda"
"Nigeria","Bolivia"
"Nigeria","Bosnia and Herzegovina"
"Nigeria","Brazil"
"Nigeria","British Virgin Islands"
"Nigeria","Bulgaria"
"Nigeria","Cambodia"
"Nigeria","Cameroon"
"Nigeria","Canada"
"Nigeria","Chile"
"Nigeria","China"
"Nigeria","Colombia"
"Nigeria","Croatia"
"Nigeria","Cyprus"
"Nigeria","Czech Republic"
"Nigeria","Denmark"
"Nigeria","Dominican Republic"
"Nigeria","Egypt"
"Nigeria","El Salvador"
"Nigeria","Estonia"
"Nigeria","Ethiopia"
"Nigeria","Finland"
"Nigeria","France"
"Nigeria","Gabon"
"Nigeria","Georgia"
"Nigeria","Germany"
"Nigeria","Ghana"
"Nigeria","Gibraltar"
"Nigeria","Greece"
"Nigeria","Greenland"
"Nigeria","Guatemala"
"Nigeria","Guyana"
"Nigeria","Hong Kong"
"Nigeria","Hungary"
"Nigeria","Iceland"
"Nigeria","India"
"Nigeria","Indonesia"
"Nigeria","Ireland"
"Nigeria","Israel"
"Nigeria","Italy"
"Nigeria","Jamaica"
"Nigeria","Japan"
"Nigeria","Kazakhstan"
"Nigeria","Kenya"
"Nigeria","Korea, Democratic People's Republic of"
"Nigeria","Kuwait"
"Nigeria","Latvia"
"Nigeria","Lebanon"
"Nigeria","Liechtenstein"
"Nigeria","Lithuania"
"Nigeria","Luxembourg"
"Nigeria","Macao"
"Nigeria","Macedonia"
"Nigeria","Malawi"
"Nigeria","Malaysia"
"Nigeria","Malta"
"Nigeria","Mauritius"
"Nigeria","Mexico"
"Nigeria","Moldova"
"Nigeria","Montenegro"
"Nigeria","Morocco"
"Nigeria","Nepal"
"Nigeria","Netherlands"
"Nigeria","Netherlands Antilles"
"Nigeria","New Zealand"
"Nigeria","Nigeria"
"Nigeria","Norway"
"Nigeria","Oman"
"Nigeria","Pakistan"
"Nigeria","Palestinian Territories"
"Nigeria","Panama"
"Nigeria","Peru"
"Nigeria","Philippines"
"Nigeria","Poland"
"Nigeria","Portugal"
"Nigeria","Puerto Rico"
"Nigeria","Qatar"
"Nigeria","Romania"
"Nigeria","Russia"
"Nigeria","Saint Kitts and Nevis"
"Nigeria","Saint Lucia"
"Nigeria","San Marino"
"Nigeria","Saudi Arabia"
"Nigeria","Serbia"
"Nigeria","Seychelles"
"Nigeria","Singapore"
"Nigeria","Slovakia"
"Nigeria","Slovenia"
"Nigeria","South Africa"
"Nigeria","South Korea"
"Nigeria","Spain"
"Nigeria","Sri Lanka"
"Nigeria","Swaziland"
"Nigeria","Sweden"
"Nigeria","Switzerland"
"Nigeria","Taiwan"
"Nigeria","Thailand"
"Nigeria","Trinidad and Tobago"
"Nigeria","Tunisia"
"Nigeria","Turkey"
"Nigeria","Turks and Caicos Islands"
"Nigeria","Uganda"
"Nigeria","Ukraine"
"Nigeria","United Arab Emirates"
"Nigeria","United Kingdom"
"Nigeria","United States"
"Nigeria","United States Minor Outlying Islands"
"Nigeria","United States Virgin Islands"
"Nigeria","Venezuela"
"Nigeria","Vietnam"
"Nigeria","Yemen"
"Niue","Australia"
"Niue","Bangladesh"
"Niue","Canada"
"Niue","Israel"
"Niue","Japan"
"Niue","Lithuania"
"Niue","Philippines"
"Niue","Singapore"
"Niue","Spain"
"Niue","Trinidad and Tobago"
"Niue","United Kingdom"
"Niue","United States"
"Norfolk Island","Australia"
"Norfolk Island","Bangladesh"
"Norfolk Island","Belize"
"Norfolk Island","Canada"
"Norfolk Island","China"
"Norfolk Island","Finland"
"Norfolk Island","France"
"Norfolk Island","Germany"
"Norfolk Island","Guatemala"
"Norfolk Island","Hong Kong"
"Norfolk Island","Hungary"
"Norfolk Island","India"
"Norfolk Island","Indonesia"
"Norfolk Island","Israel"
"Norfolk Island","Malaysia"
"Norfolk Island","Malta"
"Norfolk Island","New Zealand"
"Norfolk Island","Norway"
"Norfolk Island","Oman"
"Norfolk Island","Pakistan"
"Norfolk Island","Panama"
"Norfolk Island","Philippines"
"Norfolk Island","Singapore"
"Norfolk Island","Switzerland"
"Norfolk Island","United Arab Emirates"
"Norfolk Island","United Kingdom"
"Norfolk Island","United States"
"Northern Mariana Islands","Australia"
"Northern Mariana Islands","Bangladesh"
"Northern Mariana Islands","Canada"
"Northern Mariana Islands","China"
"Northern Mariana Islands","El Salvador"
"Northern Mariana Islands","France"
"Northern Mariana Islands","Germany"
"Northern Mariana Islands","India"
"Northern Mariana Islands","Indonesia"
"Northern Mariana Islands","Ireland"
"Northern Mariana Islands","Israel"
"Northern Mariana Islands","Italy"
"Northern Mariana Islands","Luxembourg"
"Northern Mariana Islands","Mexico"
"Northern Mariana Islands","Norway"
"Northern Mariana Islands","Pakistan"
"Northern Mariana Islands","Philippines"
"Northern Mariana Islands","Singapore"
"Northern Mariana Islands","Spain"
"Northern Mariana Islands","Sweden"
"Northern Mariana Islands","Switzerland"
"Northern Mariana Islands","Ukraine"
"Northern Mariana Islands","United Arab Emirates"
"Northern Mariana Islands","United Kingdom"
"Northern Mariana Islands","United States"
"Norway","Albania"
"Norway","Algeria"
"Norway","Antigua and Barbuda"
"Norway","Argentina"
"Norway","Australia"
"Norway","Austria"
"Norway","Bahamas"
"Norway","Bahrain"
"Norway","Bangladesh"
"Norway","Belgium"
"Norway","Brazil"
"Norway","Bulgaria"
"Norway","Canada"
"Norway","Chile"
"Norway","China"
"Norway","Cote d'Ivoire"
"Norway","Croatia"
"Norway","Cyprus"
"Norway","Czech Republic"
"Norway","Denmark"
"Norway","Ecuador"
"Norway","Egypt"
"Norway","Finland"
"Norway","France"
"Norway","Gabon"
"Norway","Georgia"
"Norway","Germany"
"Norway","Ghana"
"Norway","Gibraltar"
"Norway","Greece"
"Norway","Greenland"
